trainnum,Name,trainname,Time,ALL_size,TRAIN_size,TEST_size,BEST_model,score_val,mean_squared_error,pearsonr,mean_absolute_error,root_mean_squared_error,score_test,traintimelimit_mins,File_Name
110.0,HCAR1_HUMAN,AgonistAntagonist,20230518_2302,574.0,459.0,115.0,WeightedEnsemble_L2,-0.47201,0.46203,-0.31335,0.64179,0.67973,-0.46203,3.81667,GPCR_to_trainAgonistAntagonist_HCAR1_HUMAN.csv
111.0,HCAR2_HUMAN,AgonistAntagonist,20230518_2306,807.0,645.0,162.0,WeightedEnsemble_L2,-0.18247,0.25475,0.85343,0.35631,0.50473,-0.25475,5.36667,GPCR_to_trainAgonistAntagonist_HCAR2_HUMAN.csv
112.0,HCAR3_HUMAN,AgonistAntagonist,20230518_2312,182.0,145.0,37.0,WeightedEnsemble_L2,-0.192,0.25184,0.79262,0.35445,0.50183,-0.25184,1.2,GPCR_to_trainAgonistAntagonist_HCAR3_HUMAN.csv
113.0,HRH1_HUMAN,AgonistAntagonist,20230518_2313,597.0,477.0,120.0,WeightedEnsemble_L2,-0.31394,0.34842,0.89656,0.41826,0.59027,-0.34842,3.96667,GPCR_to_trainAgonistAntagonist_HRH1_HUMAN.csv
114.0,HRH2_HUMAN,AgonistAntagonist,20230518_2317,109.0,87.0,22.0,WeightedEnsemble_L2,-0.15627,0.16316,0.94429,0.34613,0.40393,-0.16316,0.71667,GPCR_to_trainAgonistAntagonist_HRH2_HUMAN.csv
115.0,HRH3_HUMAN,AgonistAntagonist,20230518_2318,1749.0,1399.0,350.0,WeightedEnsemble_L3,-0.18099,0.19708,0.92199,0.28699,0.44393,-0.19708,11.65,GPCR_to_trainAgonistAntagonist_HRH3_HUMAN.csv
116.0,HRH4_HUMAN,AgonistAntagonist,20230518_2330,622.0,497.0,125.0,WeightedEnsemble_L2,-0.29629,0.302,0.84592,0.35978,0.54954,-0.302,4.13333,GPCR_to_trainAgonistAntagonist_HRH4_HUMAN.csv
117.0,KISSR_HUMAN,AgonistAntagonist,20230518_2334,246.0,196.0,50.0,WeightedEnsemble_L2,-0.23454,0.26688,0.91961,0.40274,0.5166,-0.26688,1.63333,GPCR_to_trainAgonistAntagonist_KISSR_HUMAN.csv
118.0,LPAR1_HUMAN,AgonistAntagonist,20230518_2336,340.0,272.0,68.0,WeightedEnsemble_L2,-0.19043,0.11827,0.88615,0.22647,0.3439,-0.11827,2.26667,GPCR_to_trainAgonistAntagonist_LPAR1_HUMAN.csv
119.0,LPAR2_HUMAN,AgonistAntagonist,20230518_2339,148.0,118.0,30.0,WeightedEnsemble_L2,-0.04259,0.01544,0.99317,0.06111,0.12424,-0.01544,0.98333,GPCR_to_trainAgonistAntagonist_LPAR2_HUMAN.csv
120.0,LPAR3_HUMAN,AgonistAntagonist,20230518_2340,106.0,84.0,22.0,WeightedEnsemble_L2,-0.54104,0.47645,0.86451,0.54786,0.69025,-0.47645,0.7,GPCR_to_trainAgonistAntagonist_LPAR3_HUMAN.csv
121.0,LPAR4_HUMAN,AgonistAntagonist,20230518_2341,20.0,16.0,4.0,WeightedEnsemble_L2,-0.65938,0.76522,,0.77872,0.87477,-0.76522,0.15,GPCR_to_trainAgonistAntagonist_LPAR4_HUMAN.csv
122.0,LPAR5_HUMAN,AgonistAntagonist,20230518_2341,20.0,16.0,4.0,WeightedEnsemble_L2,-1.39789,1.04972,,1.02144,1.02456,-1.04972,0.13333,GPCR_to_trainAgonistAntagonist_LPAR5_HUMAN.csv
123.0,LPAR6_HUMAN,AgonistAntagonist,20230518_2341,8.0,8.0,,skip,,,,,,,,GPCR_to_trainAgonistAntagonist_LPAR6_HUMAN.csv
124.0,LSHR_HUMAN,AgonistAntagonist,20230518_2341,59.0,47.0,12.0,WeightedEnsemble_L2,-0.14125,0.23726,0.80365,0.31018,0.4871,-0.23726,0.38333,GPCR_to_trainAgonistAntagonist_LSHR_HUMAN.csv
125.0,LT4R1_HUMAN,AgonistAntagonist,20230518_2342,82.0,65.0,17.0,WeightedEnsemble_L2,-1.14277,1.43068,0.63725,1.04045,1.19611,-1.43068,0.53333,GPCR_to_trainAgonistAntagonist_LT4R1_HUMAN.csv
126.0,LT4R2_HUMAN,AgonistAntagonist,20230518_2343,10.0,8.0,2.0,WeightedEnsemble_L2,-0.34591,0.25686,,0.50594,0.50681,-0.25686,0.13333,GPCR_to_trainAgonistAntagonist_LT4R2_HUMAN.csv
127.0,MC3R_HUMAN,AgonistAntagonist,20230518_2343,449.0,359.0,90.0,WeightedEnsemble_L2,-0.33984,0.30012,0.85624,0.37971,0.54784,-0.30012,2.98333,GPCR_to_trainAgonistAntagonist_MC3R_HUMAN.csv
128.0,MC4R_HUMAN,AgonistAntagonist,20230518_2346,1902.0,1521.0,381.0,WeightedEnsemble_L3,-0.28533,0.30821,0.89466,0.32786,0.55516,-0.30821,12.66667,GPCR_to_trainAgonistAntagonist_MC4R_HUMAN.csv
129.0,MC5R_HUMAN,AgonistAntagonist,20230519_0000,186.0,148.0,38.0,WeightedEnsemble_L2,-0.37136,0.53285,0.83732,0.55823,0.72997,-0.53285,1.23333,GPCR_to_trainAgonistAntagonist_MC5R_HUMAN.csv
130.0,MCHR1_HUMAN,AgonistAntagonist,20230519_0001,2022.0,1617.0,405.0,WeightedEnsemble_L3,-0.09995,0.12135,0.956,0.21001,0.34835,-0.12135,13.46667,GPCR_to_trainAgonistAntagonist_MCHR1_HUMAN.csv
131.0,MCHR2_HUMAN,AgonistAntagonist,20230519_0015,58.0,46.0,12.0,WeightedEnsemble_L2,-0.56065,0.31671,0.89843,0.39331,0.56277,-0.31671,0.38333,GPCR_to_trainAgonistAntagonist_MCHR2_HUMAN.csv
132.0,MRGX1_HUMAN,AgonistAntagonist,20230519_0015,144.0,115.0,29.0,WeightedEnsemble_L2,-0.12805,0.11364,0.92542,0.25733,0.3371,-0.11364,0.95,GPCR_to_trainAgonistAntagonist_MRGX1_HUMAN.csv
133.0,MRGX2_HUMAN,AgonistAntagonist,20230519_0016,14.0,11.0,3.0,WeightedEnsemble_L2,-0.08837,0.4016,,0.62667,0.63372,-0.4016,0.1,GPCR_to_trainAgonistAntagonist_MRGX2_HUMAN.csv
134.0,MSHR_HUMAN,AgonistAntagonist,20230519_0017,633.0,506.0,127.0,WeightedEnsemble_L2,-0.39566,0.43719,0.85463,0.4317,0.66121,-0.43719,4.21667,GPCR_to_trainAgonistAntagonist_MSHR_HUMAN.csv
135.0,MTLR_HUMAN,AgonistAntagonist,20230519_0021,304.0,243.0,61.0,WeightedEnsemble_L2,-0.22386,0.29493,0.87733,0.36693,0.54307,-0.29493,2.01667,GPCR_to_trainAgonistAntagonist_MTLR_HUMAN.csv
136.0,MTR1A_HUMAN,AgonistAntagonist,20230519_0023,118.0,94.0,24.0,WeightedEnsemble_L2,-0.26314,0.20726,0.87274,0.31125,0.45526,-0.20726,0.78333,GPCR_to_trainAgonistAntagonist_MTR1A_HUMAN.csv
137.0,MTR1B_HUMAN,AgonistAntagonist,20230519_0024,146.0,116.0,30.0,WeightedEnsemble_L2,-0.16393,0.13376,0.9639,0.22629,0.36574,-0.13376,0.96667,GPCR_to_trainAgonistAntagonist_MTR1B_HUMAN.csv
138.0,NK1R_HUMAN,AgonistAntagonist,20230519_0025,173.0,138.0,35.0,WeightedEnsemble_L2,-0.71647,0.51769,0.8308,0.46555,0.71951,-0.51769,1.15,GPCR_to_trainAgonistAntagonist_NK1R_HUMAN.csv
139.0,NK2R_HUMAN,AgonistAntagonist,20230519_0026,10.0,8.0,2.0,WeightedEnsemble_L2,-3.10437,6.16733,,2.30215,2.48341,-6.16733,0.08333,GPCR_to_trainAgonistAntagonist_NK2R_HUMAN.csv
140.0,NK3R_HUMAN,AgonistAntagonist,20230519_0027,421.0,336.0,85.0,WeightedEnsemble_L2,-0.23045,0.25569,0.92855,0.32799,0.50566,-0.25569,2.8,GPCR_to_trainAgonistAntagonist_NK3R_HUMAN.csv
141.0,NMBR_HUMAN,AgonistAntagonist,20230519_0028,32.0,25.0,7.0,WeightedEnsemble_L2,-0.54488,0.17421,0.95717,0.34058,0.41739,-0.17421,0.2,GPCR_to_trainAgonistAntagonist_NMBR_HUMAN.csv
142.0,NMUR1_HUMAN,AgonistAntagonist,20230519_0029,42.0,33.0,9.0,WeightedEnsemble_L2,-0.561,0.16691,0.98272,0.31083,0.40855,-0.16691,0.26667,GPCR_to_trainAgonistAntagonist_NMUR1_HUMAN.csv
143.0,NMUR2_HUMAN,AgonistAntagonist,20230519_0029,58.0,46.0,12.0,WeightedEnsemble_L2,-1.01293,0.60787,0.95086,0.67498,0.77966,-0.60787,0.38333,GPCR_to_trainAgonistAntagonist_NMUR2_HUMAN.csv
144.0,NPBW1_HUMAN,AgonistAntagonist,20230519_0029,391.0,312.0,79.0,WeightedEnsemble_L2,-0.08208,0.0668,0.9369,0.15743,0.25846,-0.0668,2.6,GPCR_to_trainAgonistAntagonist_NPBW1_HUMAN.csv
145.0,NPFF1_HUMAN,AgonistAntagonist,20230519_0032,34.0,27.0,7.0,WeightedEnsemble_L2,-0.82282,0.58853,,0.66419,0.76716,-0.58853,0.21667,GPCR_to_trainAgonistAntagonist_NPFF1_HUMAN.csv
146.0,NPFF2_HUMAN,AgonistAntagonist,20230519_0033,41.0,32.0,9.0,WeightedEnsemble_L2,-0.60712,0.22236,,0.3889,0.47155,-0.22236,0.26667,GPCR_to_trainAgonistAntagonist_NPFF2_HUMAN.csv
147.0,NPSR1_HUMAN,AgonistAntagonist,20230519_0033,6328.0,5062.0,1266.0,WeightedEnsemble_L3,-0.07896,0.10534,0.76113,0.14946,0.32456,-0.10534,42.18333,GPCR_to_trainAgonistAntagonist_NPSR1_HUMAN.csv
148.0,NPY1R_HUMAN,AgonistAntagonist,20230519_0117,407.0,325.0,82.0,WeightedEnsemble_L2,-0.11767,0.17747,0.96113,0.22754,0.42127,-0.17747,2.7,GPCR_to_trainAgonistAntagonist_NPY1R_HUMAN.csv
149.0,NPY2R_HUMAN,AgonistAntagonist,20230519_0119,587.0,469.0,118.0,WeightedEnsemble_L2,-0.10528,0.04868,0.98772,0.15778,0.22063,-0.04868,3.9,GPCR_to_trainAgonistAntagonist_NPY2R_HUMAN.csv
150.0,NPY4R_HUMAN,AgonistAntagonist,20230519_0123,41.0,32.0,9.0,WeightedEnsemble_L2,-0.29797,0.48095,0.34167,0.48742,0.6935,-0.48095,0.26667,GPCR_to_trainAgonistAntagonist_NPY4R_HUMAN.csv
151.0,NPY5R_HUMAN,AgonistAntagonist,20230519_0124,309.0,247.0,62.0,WeightedEnsemble_L2,-0.28814,0.13304,0.94417,0.2288,0.36475,-0.13304,2.05,GPCR_to_trainAgonistAntagonist_NPY5R_HUMAN.csv
152.0,NTR1_HUMAN,AgonistAntagonist,20230519_0125,462.0,369.0,93.0,WeightedEnsemble_L2,-0.10764,0.10591,0.97109,0.18794,0.32544,-0.10591,3.06667,GPCR_to_trainAgonistAntagonist_NTR1_HUMAN.csv
153.0,NTR2_HUMAN,AgonistAntagonist,20230519_0128,10.0,8.0,2.0,WeightedEnsemble_L2,-0.13004,0.11786,,0.34331,0.34331,-0.11786,0.08333,GPCR_to_trainAgonistAntagonist_NTR2_HUMAN.csv
154.0,OPRD_HUMAN,AgonistAntagonist,20230519_0128,1446.0,1156.0,290.0,WeightedEnsemble_L3,-0.22701,0.22893,0.94106,0.27489,0.47847,-0.22893,9.63333,GPCR_to_trainAgonistAntagonist_OPRD_HUMAN.csv
155.0,OPRK_HUMAN,AgonistAntagonist,20230519_0138,3221.0,2576.0,645.0,WeightedEnsemble_L3,-0.16455,0.18056,0.95497,0.2688,0.42492,-0.18056,21.46667,GPCR_to_trainAgonistAntagonist_OPRK_HUMAN.csv
156.0,OPRM_HUMAN,AgonistAntagonist,20230519_0201,1891.0,1512.0,379.0,WeightedEnsemble_L3,-0.19237,0.33833,0.9082,0.35761,0.58166,-0.33833,12.6,GPCR_to_trainAgonistAntagonist_OPRM_HUMAN.csv
157.0,OPRX_HUMAN,AgonistAntagonist,20230519_0213,660.0,528.0,132.0,WeightedEnsemble_L2,-0.17744,0.19685,0.91498,0.27769,0.44368,-0.19685,4.4,GPCR_to_trainAgonistAntagonist_OPRX_HUMAN.csv
158.0,OX1R_HUMAN,AgonistAntagonist,20230519_0218,2752.0,2201.0,551.0,WeightedEnsemble_L3,-0.12412,0.18514,0.91436,0.28067,0.43028,-0.18514,18.33333,GPCR_to_trainAgonistAntagonist_OX1R_HUMAN.csv
159.0,OX2R_HUMAN,AgonistAntagonist,20230519_0237,2076.0,1660.0,416.0,WeightedEnsemble_L3,-0.12306,0.20129,0.90572,0.23513,0.44866,-0.20129,13.83333,GPCR_to_trainAgonistAntagonist_OX2R_HUMAN.csv
160.0,OXER1_HUMAN,AgonistAntagonist,20230519_0251,65.0,52.0,13.0,WeightedEnsemble_L2,-0.66368,0.40255,0.85973,0.53978,0.63447,-0.40255,0.43333,GPCR_to_trainAgonistAntagonist_OXER1_HUMAN.csv
161.0,OXGR1_HUMAN,AgonistAntagonist,20230519_0252,3.0,3.0,,skip,,,,,,,,GPCR_to_trainAgonistAntagonist_OXGR1_HUMAN.csv
162.0,OXYR_HUMAN,AgonistAntagonist,20230519_0252,726.0,580.0,146.0,WeightedEnsemble_L2,-0.1567,0.36411,0.84062,0.37092,0.60341,-0.36411,4.83333,GPCR_to_trainAgonistAntagonist_OXYR_HUMAN.csv
163.0,P2RY1_HUMAN,AgonistAntagonist,20230519_0257,335.0,268.0,67.0,WeightedEnsemble_L2,-1.43067,1.1088,0.65487,0.82276,1.053,-1.1088,2.23333,GPCR_to_trainAgonistAntagonist_P2RY1_HUMAN.csv
164.0,P2RY2_HUMAN,AgonistAntagonist,20230519_0259,528.0,422.0,106.0,WeightedEnsemble_L2,-0.14082,0.10401,0.91454,0.2128,0.32251,-0.10401,3.51667,GPCR_to_trainAgonistAntagonist_P2RY2_HUMAN.csv
165.0,P2RY4_HUMAN,AgonistAntagonist,20230519_0302,226.0,180.0,46.0,WeightedEnsemble_L2,-0.14514,0.06575,0.94588,0.17202,0.25643,-0.06575,1.5,GPCR_to_trainAgonistAntagonist_P2RY4_HUMAN.csv
166.0,P2RY6_HUMAN,AgonistAntagonist,20230519_0304,275.0,220.0,55.0,WeightedEnsemble_L2,-0.14339,0.17948,0.88824,0.26654,0.42365,-0.17948,1.83333,GPCR_to_trainAgonistAntagonist_P2RY6_HUMAN.csv
167.0,P2Y10_HUMAN,AgonistAntagonist,20230519_0306,129.0,103.0,26.0,WeightedEnsemble_L2,-0.04217,0.00493,0.99564,0.04797,0.07018,-0.00493,0.85,GPCR_to_trainAgonistAntagonist_P2Y10_HUMAN.csv
168.0,P2Y11_HUMAN,AgonistAntagonist,20230519_0307,46.0,36.0,10.0,WeightedEnsemble_L2,-0.23053,0.14653,0.36699,0.34663,0.38279,-0.14653,0.3,GPCR_to_trainAgonistAntagonist_P2Y11_HUMAN.csv
169.0,P2Y12_HUMAN,AgonistAntagonist,20230519_0307,810.0,648.0,162.0,WeightedEnsemble_L2,-0.2279,0.29194,0.84303,0.29846,0.54032,-0.29194,5.4,GPCR_to_trainAgonistAntagonist_P2Y12_HUMAN.csv
170.0,P2Y14_HUMAN,AgonistAntagonist,20230519_0311,91.0,72.0,19.0,WeightedEnsemble_L2,-0.17807,0.50143,0.63684,0.41219,0.70812,-0.50143,0.6,GPCR_to_trainAgonistAntagonist_P2Y14_HUMAN.csv
171.0,PACR_HUMAN,AgonistAntagonist,20230519_0311,36.0,28.0,8.0,WeightedEnsemble_L2,-0.97815,0.27469,0.53608,0.48711,0.52411,-0.27469,0.23333,GPCR_to_trainAgonistAntagonist_PACR_HUMAN.csv
172.0,PAR1_HUMAN,AgonistAntagonist,20230519_0312,322.0,257.0,65.0,WeightedEnsemble_L2,-0.36791,0.33182,0.72007,0.41199,0.57603,-0.33182,2.13333,GPCR_to_trainAgonistAntagonist_PAR1_HUMAN.csv
173.0,PAR2_HUMAN,AgonistAntagonist,20230519_0314,192.0,153.0,39.0,WeightedEnsemble_L2,-0.42435,0.74882,0.61656,0.48532,0.86534,-0.74882,1.26667,GPCR_to_trainAgonistAntagonist_PAR2_HUMAN.csv
174.0,PAR4_HUMAN,AgonistAntagonist,20230519_0315,1899.0,1519.0,380.0,WeightedEnsemble_L3,-0.23689,0.48673,0.8156,0.42671,0.69766,-0.48673,12.65,GPCR_to_trainAgonistAntagonist_PAR4_HUMAN.csv
175.0,PD2R2_HUMAN,AgonistAntagonist,20230519_0328,1690.0,1352.0,338.0,WeightedEnsemble_L3,-0.12905,0.15455,0.92216,0.25845,0.39312,-0.15455,11.26667,GPCR_to_trainAgonistAntagonist_PD2R2_HUMAN.csv
176.0,PD2R_HUMAN,AgonistAntagonist,20230519_0340,267.0,213.0,54.0,WeightedEnsemble_L2,-0.22451,0.23602,0.89528,0.32043,0.48582,-0.23602,1.76667,GPCR_to_trainAgonistAntagonist_PD2R_HUMAN.csv
177.0,PE2R1_HUMAN,AgonistAntagonist,20230519_0342,318.0,254.0,64.0,WeightedEnsemble_L2,-0.25437,0.21418,0.87327,0.34057,0.4628,-0.21418,2.11667,GPCR_to_trainAgonistAntagonist_PE2R1_HUMAN.csv
178.0,PE2R2_HUMAN,AgonistAntagonist,20230519_0344,261.0,208.0,53.0,WeightedEnsemble_L2,-0.32244,0.1663,0.96355,0.28767,0.4078,-0.1663,1.73333,GPCR_to_trainAgonistAntagonist_PE2R2_HUMAN.csv
179.0,PE2R3_HUMAN,AgonistAntagonist,20230519_0346,271.0,216.0,55.0,WeightedEnsemble_L2,-0.14645,0.2879,0.83683,0.29533,0.53657,-0.2879,1.8,GPCR_to_trainAgonistAntagonist_PE2R3_HUMAN.csv
180.0,PE2R4_HUMAN,AgonistAntagonist,20230519_0348,468.0,374.0,94.0,WeightedEnsemble_L2,-0.74513,0.53988,0.74704,0.57973,0.73476,-0.53988,3.11667,GPCR_to_trainAgonistAntagonist_PE2R4_HUMAN.csv
181.0,PF2R_HUMAN,AgonistAntagonist,20230519_0351,12.0,9.0,3.0,WeightedEnsemble_L2,-1.45816,4.30932,,2.03302,2.07589,-4.30932,0.08333,GPCR_to_trainAgonistAntagonist_PF2R_HUMAN.csv
182.0,PI2R_HUMAN,AgonistAntagonist,20230519_0351,164.0,131.0,33.0,WeightedEnsemble_L2,-0.2419,0.17769,0.82382,0.31542,0.42153,-0.17769,1.08333,GPCR_to_trainAgonistAntagonist_PI2R_HUMAN.csv
183.0,PKR1_HUMAN,AgonistAntagonist,20230519_0352,54.0,43.0,11.0,WeightedEnsemble_L2,-0.10789,1.07365,0.10238,0.87612,1.03617,-1.07365,0.35,GPCR_to_trainAgonistAntagonist_PKR1_HUMAN.csv
184.0,PRLHR_HUMAN,AgonistAntagonist,20230519_0353,60.0,48.0,12.0,WeightedEnsemble_L2,-0.05817,0.02414,0.97708,0.1354,0.15535,-0.02414,0.4,GPCR_to_trainAgonistAntagonist_PRLHR_HUMAN.csv
185.0,PTAFR_HUMAN,AgonistAntagonist,20230519_0353,132.0,105.0,27.0,WeightedEnsemble_L2,-0.49573,0.43094,0.81386,0.53138,0.65646,-0.43094,0.86667,GPCR_to_trainAgonistAntagonist_PTAFR_HUMAN.csv
186.0,PTH1R_HUMAN,AgonistAntagonist,20230519_0354,18.0,14.0,4.0,WeightedEnsemble_L2,-3.57926,3.27819,,1.68763,1.81058,-3.27819,0.11667,GPCR_to_trainAgonistAntagonist_PTH1R_HUMAN.csv
187.0,QRFPR_HUMAN,AgonistAntagonist,20230519_0354,153.0,122.0,31.0,WeightedEnsemble_L2,-0.08241,0.13174,0.89063,0.24281,0.36295,-0.13174,1.01667,GPCR_to_trainAgonistAntagonist_QRFPR_HUMAN.csv
188.0,RL3R1_HUMAN,AgonistAntagonist,20230519_0355,6.0,6.0,,skip,,,,,,,,GPCR_to_trainAgonistAntagonist_RL3R1_HUMAN.csv
189.0,RL3R2_HUMAN,AgonistAntagonist,20230519_0355,6.0,6.0,,skip,,,,,,,,GPCR_to_trainAgonistAntagonist_RL3R2_HUMAN.csv
190.0,RXFP1_HUMAN,AgonistAntagonist,20230519_0355,2679.0,2143.0,536.0,WeightedEnsemble_L3,-0.01914,0.02643,0.91536,0.07977,0.16257,-0.02643,17.85,GPCR_to_trainAgonistAntagonist_RXFP1_HUMAN.csv
191.0,RXFP2_HUMAN,AgonistAntagonist,20230519_0414,6.0,6.0,,skip,,,,,,,,GPCR_to_trainAgonistAntagonist_RXFP2_HUMAN.csv
192.0,S1PR1_HUMAN,AgonistAntagonist,20230519_0414,3151.0,2520.0,631.0,WeightedEnsemble_L3,-0.16349,0.19705,0.94487,0.23831,0.44391,-0.19705,21.0,GPCR_to_trainAgonistAntagonist_S1PR1_HUMAN.csv
193.0,S1PR2_HUMAN,AgonistAntagonist,20230519_0436,409.0,327.0,82.0,WeightedEnsemble_L2,-0.11769,0.09001,0.94291,0.20709,0.30001,-0.09001,2.71667,GPCR_to_trainAgonistAntagonist_S1PR2_HUMAN.csv
194.0,S1PR3_HUMAN,AgonistAntagonist,20230519_0437,1163.0,930.0,233.0,WeightedEnsemble_L3,-0.12898,0.12172,0.92474,0.20191,0.34888,-0.12172,7.75,GPCR_to_trainAgonistAntagonist_S1PR3_HUMAN.csv
195.0,S1PR4_HUMAN,AgonistAntagonist,20230519_0445,681.0,544.0,137.0,WeightedEnsemble_L2,-0.16254,0.15294,0.907,0.22861,0.39108,-0.15294,4.53333,GPCR_to_trainAgonistAntagonist_S1PR4_HUMAN.csv
196.0,S1PR5_HUMAN,AgonistAntagonist,20230519_0448,262.0,209.0,53.0,WeightedEnsemble_L2,-0.33622,0.20146,0.89665,0.29702,0.44885,-0.20146,1.73333,GPCR_to_trainAgonistAntagonist_S1PR5_HUMAN.csv
197.0,SCTR_HUMAN,AgonistAntagonist,20230519_0450,4.0,4.0,,skip,,,,,,,,GPCR_to_trainAgonistAntagonist_SCTR_HUMAN.csv
198.0,SMO_HUMAN,AgonistAntagonist,20230519_0450,617.0,493.0,124.0,WeightedEnsemble_L2,-0.06748,0.07154,0.93587,0.16377,0.26747,-0.07154,4.1,GPCR_to_trainAgonistAntagonist_SMO_HUMAN.csv
199.0,SSR1_HUMAN,AgonistAntagonist,20230519_0455,8.0,8.0,,skip,,,,,,,,GPCR_to_trainAgonistAntagonist_SSR1_HUMAN.csv
200.0,SSR2_HUMAN,AgonistAntagonist,20230519_0455,45.0,36.0,9.0,WeightedEnsemble_L2,-0.66981,0.27545,0.69904,0.3713,0.52483,-0.27545,0.3,GPCR_to_trainAgonistAntagonist_SSR2_HUMAN.csv
201.0,SSR3_HUMAN,AgonistAntagonist,20230519_0455,364.0,291.0,73.0,WeightedEnsemble_L2,-0.28707,0.29615,0.8764,0.36213,0.54419,-0.29615,2.41667,GPCR_to_trainAgonistAntagonist_SSR3_HUMAN.csv
202.0,SSR4_HUMAN,AgonistAntagonist,20230519_0457,8.0,8.0,,skip,,,,,,,,GPCR_to_trainAgonistAntagonist_SSR4_HUMAN.csv
203.0,SSR5_HUMAN,AgonistAntagonist,20230519_0457,13.0,10.0,3.0,WeightedEnsemble_L2,-1.4909,1.38741,,1.10323,1.17788,-1.38741,0.08333,GPCR_to_trainAgonistAntagonist_SSR5_HUMAN.csv
204.0,SUCR1_HUMAN,AgonistAntagonist,20230519_0458,92.0,73.0,19.0,WeightedEnsemble_L2,-0.06929,0.14251,0.83055,0.21907,0.37751,-0.14251,0.6,GPCR_to_trainAgonistAntagonist_SUCR1_HUMAN.csv
205.0,T2R31_HUMAN,AgonistAntagonist,20230519_0458,2.0,2.0,,skip,,,,,,,,GPCR_to_trainAgonistAntagonist_T2R31_HUMAN.csv
206.0,TA2R_HUMAN,AgonistAntagonist,20230519_0458,638.0,510.0,128.0,WeightedEnsemble_L2,-0.36703,0.27229,0.86105,0.41141,0.52181,-0.27229,4.25,GPCR_to_trainAgonistAntagonist_TA2R_HUMAN.csv
207.0,TAAR1_HUMAN,AgonistAntagonist,20230519_0502,866.0,692.0,174.0,WeightedEnsemble_L2,-0.25962,0.24147,0.74089,0.38972,0.4914,-0.24147,5.76667,GPCR_to_trainAgonistAntagonist_TAAR1_HUMAN.csv
208.0,TAAR5_HUMAN,AgonistAntagonist,20230519_0507,2.0,2.0,,skip,,,,,,,,GPCR_to_trainAgonistAntagonist_TAAR5_HUMAN.csv
209.0,TRFR_HUMAN,AgonistAntagonist,20230519_0507,14.0,11.0,3.0,WeightedEnsemble_L2,-2.25611,3.73403,,1.71621,1.93236,-3.73403,0.08333,GPCR_to_trainAgonistAntagonist_TRFR_HUMAN.csv
210.0,TSHR_HUMAN,AgonistAntagonist,20230519_0507,15764.0,12611.0,3153.0,WeightedEnsemble_L3,-0.07119,0.07472,0.90438,0.13279,0.27335,-0.07472,105.08333,GPCR_to_trainAgonistAntagonist_TSHR_HUMAN.csv
211.0,UR2R_HUMAN,AgonistAntagonist,20230519_0629,226.0,180.0,46.0,WeightedEnsemble_L2,-0.13368,0.31213,0.74097,0.3589,0.55869,-0.31213,1.5,GPCR_to_trainAgonistAntagonist_UR2R_HUMAN.csv
212.0,V1AR_HUMAN,AgonistAntagonist,20230519_0631,697.0,557.0,140.0,WeightedEnsemble_L2,-0.16624,0.09376,0.97232,0.19115,0.3062,-0.09376,4.63333,GPCR_to_trainAgonistAntagonist_V1AR_HUMAN.csv
213.0,V1BR_HUMAN,AgonistAntagonist,20230519_0635,479.0,383.0,96.0,WeightedEnsemble_L2,-0.07326,0.08707,0.94282,0.16948,0.29508,-0.08707,3.18333,GPCR_to_trainAgonistAntagonist_V1BR_HUMAN.csv
214.0,V2R_HUMAN,AgonistAntagonist,20230519_0639,442.0,353.0,89.0,WeightedEnsemble_L2,-0.12462,0.13559,0.92683,0.22368,0.36823,-0.13559,2.93333,GPCR_to_trainAgonistAntagonist_V2R_HUMAN.csv
215.0,VIPR2_HUMAN,AgonistAntagonist,20230519_0642,19.0,15.0,4.0,WeightedEnsemble_L2,-1.97688,2.81878,,1.03598,1.67892,-2.81878,0.11667,GPCR_to_trainAgonistAntagonist_VIPR2_HUMAN.csv
217.0,humanalltrainconcat,AgonistAntagonist,20230519_0858,100938.0,80750.0,20188.0,WeightedEnsemble_L3,-0.2157,0.25487,0.93628,0.31293,0.50485,-0.25487,1260.0,GPCR_to_trainAgonistAntagonist_humanalltrainconcat.csv
218,humanalltrainconcat,AgonistAntagonist,20230520_0806,100938.0,80750.0,20188.0,WeightedEnsemble_L3,-0.21643,0.25243,0.93756,0.31262,0.50242,-0.25243,420.0,GPCR_to_trainAgonistAntagonist_humanalltrainconcat.csv
