trainnum,Name,trainname,Time,ALL_size,TRAIN_size,TEST_size,BEST_model,score_val,mean_squared_error,pearsonr,mean_absolute_error,root_mean_squared_error,score_test,traintimelimit_mins,File_Name
125.0,NTR2_HUMAN,Agonist,20230518_2035,10.0,8.0,2.0,WeightedEnsemble_L2,-0.13966,0.08375,,0.28622,0.28939,-0.08375,0.1,GPCR_to_trainAgonist_NTR2_HUMAN.csv
126.0,OPRD_HUMAN,Agonist,20230518_2036,1156.0,924.0,232.0,WeightedEnsemble_L2,-0.27776,0.21456,0.95441,0.28929,0.46321,-0.21456,7.7,GPCR_to_trainAgonist_OPRD_HUMAN.csv
127.0,OPRK_HUMAN,Agonist,20230518_2044,1903.0,1522.0,381.0,WeightedEnsemble_L2,-0.29721,0.22831,0.93886,0.30786,0.47782,-0.22831,12.68333,GPCR_to_trainAgonist_OPRK_HUMAN.csv
128.0,OPRM_HUMAN,Agonist,20230518_2057,1172.0,937.0,235.0,WeightedEnsemble_L3,-0.27191,0.30629,0.91821,0.37327,0.55344,-0.30629,7.8,GPCR_to_trainAgonist_OPRM_HUMAN.csv
129.0,OPRX_HUMAN,Agonist,20230518_2105,393.0,314.0,79.0,WeightedEnsemble_L2,-0.35748,0.28536,0.81338,0.39242,0.53419,-0.28536,2.61667,GPCR_to_trainAgonist_OPRX_HUMAN.csv
130.0,OX1R_HUMAN,Agonist,20230518_2108,195.0,156.0,39.0,WeightedEnsemble_L2,-0.39618,0.33207,0.93083,0.45555,0.57625,-0.33207,1.3,GPCR_to_trainAgonist_OX1R_HUMAN.csv
131.0,OX2R_HUMAN,Agonist,20230518_2109,221.0,176.0,45.0,WeightedEnsemble_L2,-0.25003,0.14615,0.98274,0.28131,0.3823,-0.14615,1.46667,GPCR_to_trainAgonist_OX2R_HUMAN.csv
132.0,OXER1_HUMAN,Agonist,20230518_2111,6.0,6.0,,skip,,,,,,,,GPCR_to_trainAgonist_OXER1_HUMAN.csv
133.0,OXYR_HUMAN,Agonist,20230518_2111,267.0,213.0,54.0,WeightedEnsemble_L2,-0.25264,0.22368,0.93882,0.35914,0.47295,-0.22368,1.76667,GPCR_to_trainAgonist_OXYR_HUMAN.csv
134.0,P2RY1_HUMAN,Agonist,20230518_2113,49.0,39.0,10.0,WeightedEnsemble_L2,-0.54546,0.17273,0.9849,0.37012,0.4156,-0.17273,0.31667,GPCR_to_trainAgonist_P2RY1_HUMAN.csv
135.0,P2RY2_HUMAN,Agonist,20230518_2113,526.0,420.0,106.0,WeightedEnsemble_L2,-0.14708,0.10701,0.92476,0.22406,0.32713,-0.10701,3.5,GPCR_to_trainAgonist_P2RY2_HUMAN.csv
136.0,P2RY4_HUMAN,Agonist,20230518_2117,225.0,180.0,45.0,WeightedEnsemble_L2,-0.15767,0.16394,0.88861,0.28464,0.4049,-0.16394,1.5,GPCR_to_trainAgonist_P2RY4_HUMAN.csv
137.0,P2RY6_HUMAN,Agonist,20230518_2119,273.0,218.0,55.0,WeightedEnsemble_L2,-0.26519,0.15912,0.87653,0.29925,0.3989,-0.15912,1.81667,GPCR_to_trainAgonist_P2RY6_HUMAN.csv
138.0,P2Y10_HUMAN,Agonist,20230518_2121,129.0,103.0,26.0,WeightedEnsemble_L2,-0.19162,0.19595,0.91749,0.38931,0.44266,-0.19595,0.85,GPCR_to_trainAgonist_P2Y10_HUMAN.csv
139.0,P2Y11_HUMAN,Agonist,20230518_2121,44.0,35.0,9.0,WeightedEnsemble_L2,-0.41606,0.50919,,0.52624,0.71357,-0.50919,0.28333,GPCR_to_trainAgonist_P2Y11_HUMAN.csv
140.0,P2Y12_HUMAN,Agonist,20230518_2122,36.0,28.0,8.0,WeightedEnsemble_L2,-0.39218,0.38086,,0.49838,0.61714,-0.38086,0.23333,GPCR_to_trainAgonist_P2Y12_HUMAN.csv
141.0,P2Y14_HUMAN,Agonist,20230518_2122,91.0,72.0,19.0,WeightedEnsemble_L2,-0.3601,0.24615,0.70196,0.37181,0.49614,-0.24615,0.6,GPCR_to_trainAgonist_P2Y14_HUMAN.csv
142.0,PACR_HUMAN,Agonist,20230518_2123,35.0,28.0,7.0,WeightedEnsemble_L2,-0.99219,0.47828,,0.61691,0.69157,-0.47828,0.23333,GPCR_to_trainAgonist_PACR_HUMAN.csv
143.0,PAR1_HUMAN,Agonist,20230518_2123,134.0,107.0,27.0,WeightedEnsemble_L2,-0.50992,0.69707,0.61344,0.69146,0.83491,-0.69707,0.88333,GPCR_to_trainAgonist_PAR1_HUMAN.csv
144.0,PAR2_HUMAN,Agonist,20230518_2124,116.0,92.0,24.0,WeightedEnsemble_L2,-0.37897,0.19035,0.72352,0.33694,0.43629,-0.19035,0.76667,GPCR_to_trainAgonist_PAR2_HUMAN.csv
145.0,PD2R2_HUMAN,Agonist,20230518_2125,3.0,3.0,,skip,,,,,,,,GPCR_to_trainAgonist_PD2R2_HUMAN.csv
146.0,PD2R_HUMAN,Agonist,20230518_2125,45.0,36.0,9.0,WeightedEnsemble_L2,-0.31967,0.18345,,0.29228,0.42831,-0.18345,0.3,GPCR_to_trainAgonist_PD2R_HUMAN.csv
147.0,PE2R1_HUMAN,Agonist,20230518_2126,14.0,11.0,3.0,WeightedEnsemble_L2,-1.53867,1.48175,,1.07007,1.21727,-1.48175,0.1,GPCR_to_trainAgonist_PE2R1_HUMAN.csv
148.0,PE2R2_HUMAN,Agonist,20230518_2126,184.0,147.0,37.0,WeightedEnsemble_L2,-0.51059,0.54001,0.62609,0.56986,0.73486,-0.54001,1.21667,GPCR_to_trainAgonist_PE2R2_HUMAN.csv
149.0,PE2R3_HUMAN,Agonist,20230518_2127,43.0,34.0,9.0,WeightedEnsemble_L2,-1.51739,1.63029,,1.07996,1.27683,-1.63029,0.28333,GPCR_to_trainAgonist_PE2R3_HUMAN.csv
150.0,PE2R4_HUMAN,Agonist,20230518_2127,95.0,76.0,19.0,WeightedEnsemble_L2,-0.78336,0.2897,0.92702,0.40143,0.53824,-0.2897,0.63333,GPCR_to_trainAgonist_PE2R4_HUMAN.csv
151.0,PF2R_HUMAN,Agonist,20230518_2128,9.0,7.0,2.0,WeightedEnsemble_L2,-1.28371,0.53691,,0.58107,0.73274,-0.53691,0.1,GPCR_to_trainAgonist_PF2R_HUMAN.csv
152.0,PI2R_HUMAN,Agonist,20230518_2129,130.0,104.0,26.0,WeightedEnsemble_L2,-0.26636,0.17554,0.7892,0.35756,0.41897,-0.17554,0.86667,GPCR_to_trainAgonist_PI2R_HUMAN.csv
153.0,PTH1R_HUMAN,Agonist,20230518_2130,8.0,8.0,,skip,,,,,,,,GPCR_to_trainAgonist_PTH1R_HUMAN.csv
154.0,QRFPR_HUMAN,Agonist,20230518_2130,99.0,79.0,20.0,WeightedEnsemble_L2,-0.18002,0.13356,0.84585,0.2766,0.36546,-0.13356,0.65,GPCR_to_trainAgonist_QRFPR_HUMAN.csv
155.0,RL3R1_HUMAN,Agonist,20230518_2131,6.0,6.0,,skip,,,,,,,,GPCR_to_trainAgonist_RL3R1_HUMAN.csv
156.0,RL3R2_HUMAN,Agonist,20230518_2131,6.0,6.0,,skip,,,,,,,,GPCR_to_trainAgonist_RL3R2_HUMAN.csv
157.0,RXFP1_HUMAN,Agonist,20230518_2131,2679.0,2143.0,536.0,WeightedEnsemble_L3,-0.02051,0.02425,0.92664,0.07904,0.15574,-0.02425,17.85,GPCR_to_trainAgonist_RXFP1_HUMAN.csv
158.0,RXFP2_HUMAN,Agonist,20230518_2149,6.0,6.0,,skip,,,,,,,,GPCR_to_trainAgonist_RXFP2_HUMAN.csv
159.0,S1PR1_HUMAN,Agonist,20230518_2149,2521.0,2016.0,505.0,WeightedEnsemble_L3,-0.22372,0.23159,0.91684,0.31762,0.48124,-0.23159,16.8,GPCR_to_trainAgonist_S1PR1_HUMAN.csv
160.0,S1PR2_HUMAN,Agonist,20230518_2207,69.0,55.0,14.0,WeightedEnsemble_L2,-0.0866,0.1259,0.58914,0.22878,0.35482,-0.1259,0.45,GPCR_to_trainAgonist_S1PR2_HUMAN.csv
161.0,S1PR3_HUMAN,Agonist,20230518_2207,1078.0,862.0,216.0,WeightedEnsemble_L2,-0.20197,0.23116,0.86984,0.3126,0.48079,-0.23116,7.18333,GPCR_to_trainAgonist_S1PR3_HUMAN.csv
162.0,S1PR4_HUMAN,Agonist,20230518_2215,295.0,236.0,59.0,WeightedEnsemble_L2,-0.21168,0.23941,0.90832,0.30177,0.48929,-0.23941,1.96667,GPCR_to_trainAgonist_S1PR4_HUMAN.csv
163.0,S1PR5_HUMAN,Agonist,20230518_2217,247.0,197.0,50.0,WeightedEnsemble_L2,-0.45355,0.33615,0.83983,0.38899,0.57979,-0.33615,1.63333,GPCR_to_trainAgonist_S1PR5_HUMAN.csv
164.0,SCTR_HUMAN,Agonist,20230518_2219,4.0,4.0,,skip,,,,,,,,GPCR_to_trainAgonist_SCTR_HUMAN.csv
165.0,SMO_HUMAN,Agonist,20230518_2219,52.0,41.0,11.0,WeightedEnsemble_L2,-0.16903,0.17108,,0.30574,0.41361,-0.17108,0.33333,GPCR_to_trainAgonist_SMO_HUMAN.csv
166.0,SSR1_HUMAN,Agonist,20230518_2219,8.0,8.0,,skip,,,,,,,,GPCR_to_trainAgonist_SSR1_HUMAN.csv
167.0,SSR2_HUMAN,Agonist,20230518_2219,36.0,28.0,8.0,WeightedEnsemble_L2,-0.72086,0.24662,,0.29777,0.4966,-0.24662,0.23333,GPCR_to_trainAgonist_SSR2_HUMAN.csv
168.0,SSR3_HUMAN,Agonist,20230518_2219,140.0,112.0,28.0,WeightedEnsemble_L2,-0.45983,0.52396,0.82094,0.60852,0.72385,-0.52396,0.93333,GPCR_to_trainAgonist_SSR3_HUMAN.csv
169.0,SSR4_HUMAN,Agonist,20230518_2221,8.0,8.0,,skip,,,,,,,,GPCR_to_trainAgonist_SSR4_HUMAN.csv
170.0,SSR5_HUMAN,Agonist,20230518_2221,4.0,4.0,,skip,,,,,,,,GPCR_to_trainAgonist_SSR5_HUMAN.csv
171.0,TA2R_HUMAN,Agonist,20230518_2221,31.0,24.0,7.0,WeightedEnsemble_L2,-0.63434,1.26022,,0.95003,1.12259,-1.26022,0.2,GPCR_to_trainAgonist_TA2R_HUMAN.csv
172.0,TAAR1_HUMAN,Agonist,20230518_2221,818.0,654.0,164.0,WeightedEnsemble_L2,-0.23638,0.26696,0.71856,0.40467,0.51668,-0.26696,5.45,GPCR_to_trainAgonist_TAAR1_HUMAN.csv
173.0,TAAR5_HUMAN,Agonist,20230518_2227,2.0,2.0,,skip,,,,,,,,GPCR_to_trainAgonist_TAAR5_HUMAN.csv
174.0,TRFR_HUMAN,Agonist,20230518_2227,14.0,11.0,3.0,WeightedEnsemble_L2,-2.22867,3.86057,,1.8553,1.96483,-3.86057,0.11667,GPCR_to_trainAgonist_TRFR_HUMAN.csv
175.0,TSHR_HUMAN,Agonist,20230518_2227,15764.0,12611.0,3153.0,WeightedEnsemble_L3,-0.07323,0.07691,0.90213,0.13343,0.27732,-0.07691,105.08333,GPCR_to_trainAgonist_TSHR_HUMAN.csv
176.0,UR2R_HUMAN,Agonist,20230519_0014,119.0,95.0,24.0,WeightedEnsemble_L2,-0.18732,0.19041,0.77702,0.33046,0.43636,-0.19041,0.78333,GPCR_to_trainAgonist_UR2R_HUMAN.csv
177.0,V1AR_HUMAN,Agonist,20230519_0015,243.0,194.0,49.0,WeightedEnsemble_L2,-0.03767,0.00476,0.99822,0.0518,0.06901,-0.00476,1.61667,GPCR_to_trainAgonist_V1AR_HUMAN.csv
178.0,V1BR_HUMAN,Agonist,20230519_0017,306.0,244.0,62.0,WeightedEnsemble_L2,-0.03434,0.01525,0.98491,0.07026,0.12349,-0.01525,2.03333,GPCR_to_trainAgonist_V1BR_HUMAN.csv
179.0,V2R_HUMAN,Agonist,20230519_0019,369.0,295.0,74.0,WeightedEnsemble_L2,-0.12524,0.07918,0.96576,0.18613,0.28139,-0.07918,2.45,GPCR_to_trainAgonist_V2R_HUMAN.csv
180.0,VIPR2_HUMAN,Agonist,20230519_0022,15.0,12.0,3.0,WeightedEnsemble_L2,-0.42184,0.06775,,0.23279,0.26029,-0.06775,0.11667,GPCR_to_trainAgonist_VIPR2_HUMAN.csv
182,humanalltrainconcat,Agonist,20230519_0827,52441.0,41952.0,10489.0,WeightedEnsemble_L3,-0.27985,0.30023,0.93037,0.36933,0.54793,-0.30023,210.0,GPCR_to_trainAgonist_humanalltrainconcat.csv
